"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Gnawnian Express Station","Daredevil Canyon","Gouda","Dusty Coal","5.40%","Mysterious Traveller",389
"Gnawnian Express Station","Daredevil Canyon","Gouda","Dusty Coal","5.14%","Travelling Barber",389
"Gnawnian Express Station","Daredevil Canyon","Gouda","Dusty Coal","3.08%","Tonic Salesman",389
"Gnawnian Express Station","Daredevil Canyon","Gouda","Dusty Coal","2.83%","Upper Class Lady",389
"Gnawnian Express Station","Daredevil Canyon","Gouda","Dusty Coal","1.54%","Stuffy Banker",389
"Gnawnian Express Station","Daredevil Canyon","Gouda","Dusty Coal","1.03%","Parlour Player",389
"Gnawnian Express Station","Daredevil Canyon","Gouda","Dusty Coal","1.03%","Farrier",389
"Gnawnian Express Station","Daredevil Canyon","Gouda","Dusty Coal","0.77%","Stowaway",389
"Gnawnian Express Station","Daredevil Canyon","Gouda","Dusty Coal","0.51%","Bartender",389
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","24.52%","Black Powder Thief",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","16.07%","Train Engineer",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","14.59%","Fuel",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","7.82%","Photographer",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","6.34%","Angry Train Staff",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","5.71%","Passenger",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","5.29%","Train Conductor",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","4.86%","Travelling Barber",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","4.44%","Mysterious Traveller",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","3.17%","Stowaway",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","1.48%","Farrier",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","1.27%","Upper Class Lady",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","1.27%","Tonic Salesman",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","1.27%","Bartender",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","1.06%","Stuffy Banker",473
"Gnawnian Express Station","Daredevil Canyon","SB+","Black Powder","0.85%","Parlour Player",473
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","32.45%","Black Powder Thief",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","15.89%","Train Engineer",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","10.38%","Fuel",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","6.84%","Train Conductor",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","5.52%","Travelling Barber",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","5.30%","Angry Train Staff",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","4.64%","Photographer",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","4.19%","Mysterious Traveller",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","3.09%","Passenger",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","2.43%","Farrier",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","2.21%","Bartender",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","1.77%","Parlour Player",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","1.55%","Tonic Salesman",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","1.55%","Stuffy Banker",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","1.32%","Upper Class Lady",453
"Gnawnian Express Station","Daredevil Canyon","Gouda","Black Powder","0.88%","Stowaway",453
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","24.82%","Magmatic Crystal Thief",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","15.39%","Train Engineer",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","9.81%","Fuel",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","5.37%","Train Conductor",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","5.31%","Photographer",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","5.26%","Travelling Barber",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","5.26%","Angry Train Staff",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","5.15%","Passenger",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","5.04%","Magmatic Golem",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","4.50%","Mysterious Traveller",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","2.33%","Upper Class Lady",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","2.28%","Farrier",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","2.17%","Stowaway",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","2.17%","Bartender",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","2.01%","Parlour Player",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","1.79%","Tonic Salesman",1845
"Gnawnian Express Station","Daredevil Canyon","SB+","Magmatic Crystal","1.36%","Stuffy Banker",1845
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","23.50%","Magmatic Crystal Thief",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","17.12%","Train Engineer",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","10.38%","Fuel",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","6.56%","Magmatic Golem",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","6.19%","Train Conductor",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","5.83%","Mysterious Traveller",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","5.65%","Travelling Barber",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","5.28%","Passenger",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","5.10%","Angry Train Staff",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","4.37%","Photographer",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","2.19%","Bartender",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","2.00%","Upper Class Lady",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","1.64%","Farrier",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","1.64%","Stuffy Banker",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","1.28%","Tonic Salesman",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","0.91%","Parlour Player",549
"Gnawnian Express Station","Daredevil Canyon","Gouda","Magmatic Crystal","0.36%","Stowaway",549
