"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Cantera Quarry","-","Bland Queso","-","60.87%","Chip Chiseler",1191
"Cantera Quarry","-","Bland Queso","-","39.13%","Tiny Toppler",1191
"Cantera Quarry","-","Mild Queso","-","50.41%","Ore Chipper",2710
"Cantera Quarry","-","Mild Queso","-","49.59%","Rubble Rummager",2710
"Cantera Quarry","-","Medium Queso","-","62.02%","Nachore Golem",2562
"Cantera Quarry","-","Medium Queso","-","37.98%","Rubble Rouser",2562
"Cantera Quarry","-","Hot Queso","-","53.51%","Grampa Golem",598
"Cantera Quarry","-","Hot Queso","-","46.49%","Fiery Crusher",598
"Cantera Quarry","-","Flamin' Queso","-","100.00%","Nachous, The Molten",192
