"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Prickly Plains","-","Bland Queso","-","60.39%","Spice Seer",4433
"Prickly Plains","-","Bland Queso","-","39.61%","Old Spice Collector",4433
"Prickly Plains","-","Mild Queso","-","50.46%","Spice Farmer",2905
"Prickly Plains","-","Mild Queso","-","49.54%","Granny Spice",2905
"Prickly Plains","-","Medium Queso","-","57.75%","Spice Finder",781
"Prickly Plains","-","Medium Queso","-","42.25%","Spice Sovereign",781
"Prickly Plains","-","Hot Queso","-","60.61%","Spice Reaper",198
"Prickly Plains","-","Hot Queso","-","39.39%","Spice Raider",198
"Prickly Plains","-","Flamin' Queso","-","100.00%","Inferna, The Engulfed",102
