"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Fiery Warpath","Portal","Gouda","-","68.17%","Theurgy Warden",663
"Fiery Warpath","Portal","Gouda","-","31.83%","Artillery Commander",663
"Fiery Warpath","Portal","SB+","-","63.14%","Theurgy Warden",1256
"Fiery Warpath","Portal","SB+","-","36.86%","Artillery Commander",1256
